place,rainfall,groundwater_refilled_total,groundwater_refilled_irrigated,groundwater_refilled_nonirrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year
bhadgaon,697.4100108,11011.25392,8894.766869,2116.487053,7967.293031,1586.800822,semi_critical,29874,19268,49142,2021
kalamb,715.8990696,10053.41635,155.334538,9898.081808,6783.767654,6673.22029,semi_critical,1520,84138.4,85658.4,2021
doudamarg,4061.2,664.9799355,3332.395709,664.9799355,349.7286732,349.7286732,safe,0,11509.59,11509.59,2021
karvir,1719.901145,14013.17396,865.0782792,13148.09568,5353.737404,5198.988633,safe,975.95,48245.04,49220.99,2021
pachora,713.2102325,10945.3175,3208.13373,7737.183766,7619.327864,5202.202938,semi_critical,8789,70820,79609,2021
digras,936.1954015,5658.672251,1486.500964,4172.171286,2429.125948,2192.375799,safe,8650.68,37719.92,46370.6,2021
yawal,708.9662596,8777.027685,1258.505,7518.522685,8953.776218,7821.491218,over_exploited,7526,76243,83769,2021
chalisgaon,640.6886428,14917.26399,3584.752484,11332.5115,10736.18929,8167.635594,semi_critical,14959,88376,103335,2021
ghatanji,1090.778982,8104.090493,1693.718716,6410.371778,1663.974423,1273.83243,safe,12644.02,63146,75790.02,2021
gevrai,686.043726,18432.33087,5063.24299,13369.08788,11894.21902,9322.616239,safe,22944,124977,147921,2021
gadhinglaj,1305.34326,12501.77227,3332.395709,12501.77227,7130.405558,7130.405558,safe,0,47755.05,47755.05,2021
karjat,555.5291181,12356.77459,982.55,11374.22459,7418.66377,7219.16377,safe,6259,133139,139398,2021
bhiwapur,1274.3,4382.015715,574.67,3807.345715,2167.741189,1811.351189,safe,3867,51898,55765,2021
vaibhavvwadi,3627.506185,1478.107569,3332.395709,1478.107569,666.0574772,666.0574772,safe,0,17782.87,17782.87,2021
roha,3040.462995,4692.258194,1688.636441,3003.621754,460.4231046,422.5494747,safe,2204,38777,40981,2021
karjat,3278,3764.57,861.51,2903.06,342.18,296.93,safe,2478,35661,38139,2021
bhadravati,1208.840709,13802.32307,498.58,13303.74307,2867.485912,2710.695912,safe,2531,140090,142621,2021
vaijapur,566.4721953,15867.18114,5308.628567,10558.55258,11615.87493,7678.419222,semi_critical,41044,93322,134366,2021
lakhandur,1543.958004,40524.68401,35558.56652,4966.117491,3159.490693,2732.102405,safe,11858,33180,45038,2021
narkhed,1008.281153,9834.740894,1961.24,7873.500894,6027.527588,4972.447588,safe,4783,59540,64323,2021
gaganbawada,5241.023311,4406.429576,3332.395709,4406.429576,755.4104839,755.4104839,safe,0,12218.74,12218.74,2021
chopda,628.1723453,11770.69704,5191.32,6579.377042,9200.663872,5432.303872,semi_critical,40448,69732,110180,2021
parner,573.1100535,17457.4481,5025.597095,11880.211,6681.801424,4581.092586,safe,34472,133442,177332,2021
shahapur,2609.421677,6413.411221,1612.299906,4801.111314,714.8579115,637.9424391,safe,8007,67668,75675,2021
pobhurna,1267.313419,4710.754336,1319.805903,3390.948432,1217.737366,763.2927138,safe,8838,27625,36463,2021
karmala,614.6747434,12176.45596,105.594,12070.86196,8361.206985,8321.624985,semi_critical,263.4,165719.6,165983,2021
peth,2075.903487,10707.50493,937.2615385,9770.243389,537.672654,497.7845771,safe,955,48692,49647,2021
trambakeshwar,1867.023919,12000.60471,76.0222813,11924.58243,1299.054916,1286.373509,safe,406,67716,68122,2021
lakhani,1557.1,6133.000757,1749.101845,4383.898913,3157.402986,2616.512725,safe,7356,39244,46600,2021
amravati,845.3962653,9291.830864,627.2400425,7348.861261,7176.838421,5473.140701,semi_critical,1603,65442,80309,2021
vengurla,3015.878329,1938.315497,3332.395709,1938.315497,923.929237,923.929237,safe,0,23110.32,23110.32,2021
deori,1499.440154,9150.461538,376.9177301,8773.543807,1271.876686,1072.021391,safe,2403.67,78380.04,80783.71,2021
mangrulpir,870.1006766,9619.786769,1799.945037,7819.841733,4943.385731,4427.817268,safe,6234.42,64774.11,71008.53,2021
khatav,512.1,11451.24337,620.78,10830.46337,8937.599663,8640.629663,semi_critical,2064,124841,126905,2021
jalgaon,693,8850.374273,775.6669173,8074.707356,4530.159159,4112.069986,safe,1141,82057,83198,2021
babulgaon,1055.734906,5626.719899,328.5534537,5298.166445,2307.34638,2171.960882,safe,2831.84,50297.31,53129.15,2021
sawali,1285.792583,9060.920484,5707.284097,3353.636388,2013.194075,1191.268727,safe,27814,31236,59050,2021
malwan,3530.399728,3467.125614,25.17797564,3441.947639,1276.693363,1262.747541,safe,105,38003.97,38108.97,2021
warora,1168.452807,12211.95679,1224.73,10987.22679,3849.177217,3298.107217,safe,5615,102775,108390,2021
kurkheda,1456.274924,10406.40395,3332.395709,10406.40395,3158.35311,3158.35311,safe,0,76871.88,76871.88,2021
karanja,963.6903268,8324.841934,988.1516465,7336.690287,5760.849529,5220.411761,semi_critical,6195,54125,60320,2021
dharni,1342.766718,3851.867318,747.5,3104.367318,1883.285289,1394.455289,safe,3384,35796,39180,2021
umari,1024.755059,5044.558348,630.172351,4414.385997,1335.602825,1007.756799,safe,2978,37642,40620,2021
akkalkuva,1163.567056,5223.107198,354.78,4868.327198,1723.025957,1367.765957,safe,1045,40383,41428,2021
soroncha,1212.685209,9951.865573,3332.395709,9951.865573,3301.76187,3301.76187,safe,0,78563,78563,2021
renapur,665.6219718,4412.330391,611.9310882,3800.399302,2807.37349,2083.866642,safe,8159,38833,46992,2021
shirol,392.7138438,11470.15389,3332.395709,11470.15389,4167.944874,4167.944874,safe,0,53273,53273,2021
palam,698,6022.428247,813.9837733,5208.444474,3067.418623,2843.357748,safe,3031,47853,50884,2021
aheri,1418.144721,11416.29409,3332.395709,11416.29409,1444.22669,1444.22669,safe,0,114098.49,114098.49,2021
aundha,971.8041312,21852.2574,14888.6623,6963.595098,7044.735858,3810.516751,safe,35204,46757,81961,2021
chimmur,1285.860454,5954.743616,3332.395709,5954.743616,2507.082732,2507.082732,safe,0,64777,64777,2021
ambad,689,9989.572716,3972.119456,6017.45326,4024.859849,3349.307156,safe,14990,95895,110885,2021
dahanu,2116.599875,4474.319552,1369.997638,3104.321914,1311.748785,1051.843613,safe,7933,44801,52734,2021
akola,593.4604783,8685.767407,1005.0042,7680.763207,6644.189995,6162.362749,semi_critical,6011,117339,123350,2021
mulshi,1697.574374,7958.963354,934.2171603,7024.746194,1570.228003,1380.307721,safe,2519.75,41881.83,44401.58,2021
ausa,709.4684502,14659.46823,1427.310977,13232.15725,6735.966152,5982.975272,safe,7363,108828,116191,2021
uran,2247.235941,1853.164687,29.63903226,1823.525655,155.7298219,151.07208,safe,84,17022,17106,2021
deoli,1094.364935,10856.95566,7449.745659,3407.210004,4595.224767,1856.152236,safe,42299,25879,68178,2021
omerga,896.4774392,12974.74062,801.3759236,12173.3647,7005.025651,6480.347975,safe,6169,83318,89487,2021
khamgaon,722.1795352,10553.46333,2412.119042,8141.344291,7015.682845,5583.76663,semi_critical,13874,82213,96087,2021
kalamb,1080.812335,6292.90566,663.2135118,5629.692148,2348.382627,1997.857384,safe,5705.21,57127.14,62832.35,2021
karad,905.2494831,9310.273568,2467.94,6842.333568,6025.691643,4939.241643,safe,3579,84744,88323,2021
mohol,634.5777233,14243.50734,4579.520304,9663.987041,11950.50804,7623.942005,semi_critical,27042,109004,136046,2021
taloda,901.1359268,3961.31523,365.41,3595.90523,1832.483889,1555.343889,safe,304,32471,32775,2021
etapalli,1373.476897,12923.6694,3332.395709,12923.6694,2009.164641,2009.164641,safe,0,114792.15,114792.15,2021
jalgaon,682.8317717,5836.26148,192.41,5335.54148,6144.100939,5950.740939,over_exploited,1152,48566,54218,2021
aurangabad,643.9936214,12722.5775,3472.71609,9249.861413,8940.786533,6686.483855,semi_critical,18298.25,129109,147407.25,2021
atpadi,387.05,12412.591,8138.91,4273.681002,6788.482317,2059.022317,safe,42578,42345,84923,2021
umred,1253.560437,9328.531958,1505.992685,7822.539272,3402.82724,2581.660826,safe,10021,72471,82492,2021
tumsar,1377.19156,8763.0511,5055.752863,3707.298236,3948.881967,1997.731753,safe,31059,41064,72123,2021
manwat,946,6891.473583,3428.088489,3463.385094,2930.260645,1469.936839,safe,19000,27817,46817,2021
mokhada,2815.286362,1373.690531,182.6450141,1191.045516,174.891876,156.0867083,safe,765,16862,17627,2021
shirala,1165.295385,7158.29173,1888.967143,5269.324588,2169.968378,2023.24695,safe,1283,57397.2,58734.27,2021
jaoli,2155.374753,4254.356642,294.2082053,3960.148437,1003.003249,876.1836358,safe,522,54693,55215,2021
samudrapur,1122.182374,14541.62658,6079.038543,8462.588035,6774.047025,4425.642515,safe,33827,58725,92552,2021
ardhapur,982.5694634,4221.0756,2850.126803,1370.948798,2317.619889,695.4275979,safe,15188,12988,28176,2021
devgad,2928.364173,3863.188745,3332.395709,3863.188745,1409.782729,1409.782729,safe,0,48229.35,48229.35,2021
morshi,846.245086,10005.55955,1541.877074,8463.682474,9551.033535,8945.205767,over_exploited,3470,66636,70106,2021
rajura,1281,7701.305602,285.4964867,7415.809115,1917.307943,1834.34117,safe,1933,80615,82548,2021
washim,917.7542139,10508.15315,1502.022894,9006.130257,6058.145207,5407.760518,safe,5826.34,82419.57,88245.91,2021
muktainagar,598.9017668,6260.185854,109.32,6150.865854,4070.910402,4006.410402,safe,253,63139,63392,2021
pusad,922.0128041,11967.41661,3932.484427,8034.932183,4373.350301,3100.02307,safe,24885.53,73554.63,98440.16,2021
basmath,1037.929117,34660.23638,32453.60204,2206.634346,11053.43996,1188.743761,safe,64111,12325,76436,2021
sengaon,927.283472,15208.41068,2170.537992,13037.87269,6672.941218,6168.938598,safe,11000,107121,118121,2021
bhor,901.8453141,4237.889633,574.2401072,3663.649526,1673.34703,1612.825515,safe,1238.14,32832.1,34070.24,2021
daravha,912.9208109,8203.369502,1194.484868,7008.884634,3504.781654,3017.61517,safe,9767.39,67104.82,76872.21,2021
degloor,958.7,7098.701478,414.8,6683.901478,2370.09887,2122.56887,safe,3193,63397,66590,2021
dhanora,1496.307409,9472.510791,3332.395709,9472.510791,2422.688874,2422.688874,safe,0,75416.25,75416.25,2021
wadsa,1320.039858,6472.308321,3400.231179,3072.077143,1629.180898,1084.712937,safe,11584,27289,38873,2021
sangrampur,694.0098979,4872.155328,549.79,3875.362284,4926.33161,4481.974219,over_exploited,4459,42019,51627,2021
akkalkot,780.0415835,13969.94135,3332.395709,13969.94135,7476.913088,7476.913088,safe,0,140705,140705,2021
panvel,2709.48179,3090.109571,109.4148848,2980.694687,881.8605396,850.0081893,safe,346,35238,35584,2021
omarkhed,951.5781977,13822.46286,4017.355838,9805.107025,4241.300947,3357.315757,safe,23419.76,74415.97,97835.73,2021
tuljapur,837.7440058,17999.11937,1589.98,16409.13937,8634.886132,7608.266132,safe,8345,125876,134221,2021
haveli,697.7503339,13292.19316,3669.917134,9622.276026,7777.341116,5647.614251,safe,15814.87,105738.78,121553.65,2021
s.solapur,743.3737566,11116.4655,963.076274,10153.38922,6723.003677,5902.542822,safe,6943,101472,108415,2021
korchi,1636.794914,5034.604653,3332.395709,5034.604653,1219.546959,1219.546959,safe,0,38658.66,38658.66,2021
mukhed,920.3342466,9255.55045,781.2011782,8474.349272,2353.614288,1961.897391,safe,4964,82630,87594,2021
karanja,837.6226663,7891.844714,604.1853789,7287.659335,5131.438651,4927.17085,safe,1458.83,80427.73,81886.56,2021
bhatkuli,738.5463635,5092.53925,3332.395709,416.486053,6250.628007,213.8168073,safe,0,4350,57991,2021
ashti,660,16973.40913,3078.68,13894.72913,10278.52247,8675.012469,safe,11075,132569,143644,2021
dhamangaon railway,800.7767037,6315.378529,426.210991,5889.167538,4477.477498,4396.614077,semi_critical,1770,57922,59692,2021
gangakhed,706.013234,8650.379869,5111.926227,3538.453642,3398.09255,2087.493425,safe,13182,38654,51836,2021
mangaon,3092.076658,4498.736499,937.104859,3561.63164,382.6731835,337.3648361,safe,5239,45897,51136,2021
mouda,1222.819024,11152.71647,10818.67264,334.0438294,2933.123765,264.6538739,safe,70760,4598,75358,2021
devani,754.5979512,2385.03165,3332.395709,2385.03165,969.9021352,969.9021352,safe,0,25576,25576,2021
risod,934.8889785,12349.51109,1340.228648,11009.28244,7334.429575,6831.627034,safe,3431,81493.19,84924.19,2021
mahagaon,947.9898862,7883.594911,1585.829735,6297.765176,3921.315279,3024.7677,safe,13319.56,58874,72193.56,2021
madha,655.4857603,16594.90755,1751.337367,14843.57018,12846.2783,10871.98745,semi_critical,4981.6,150951.4,155933,2021
dharmabad,1060.586067,4359.727541,95.93078313,4263.796758,633.9428066,615.852164,safe,490,33047,33537,2021
mahur,1090.8,5647.186557,170.06,5477.126557,2072.628486,1995.188486,safe,1264,48554,49818,2021
kannad,795.3690286,16569.36522,2346.793472,14222.57175,10524.17655,8979.166712,safe,9878,118169,128047,2021
indapur,427.2934908,32402.30554,26401.04738,3474.582302,29114.49731,4982.208438,semi_critical,97050,42762.8,146762.11,2021
nawapur,1196.011742,15234.28045,3511.744653,11722.5358,4702.910072,3572.238872,safe,7237,83715,90952,2021
ashti,930.9958248,6322.893479,3432.526815,2890.366663,3652.470497,2010.771755,safe,24958,20977,45935,2021
satara,1134.166876,18993.09227,10757.80476,8235.287502,8122.65323,4073.576879,safe,21282,57054,78336,2021
naigaon,1063.040017,7205.264143,2817.015568,4388.248575,2035.411265,1038.781812,safe,14821,41739,56560,2021
washi,782.357778,6615.915225,315.073962,6300.841263,4158.218008,3981.617372,safe,2775,50743.6,53518.6,2021
bhudargad,1312.210728,7297.489592,857.7731798,6439.716412,3006.85303,2690.310211,safe,2186.5,47848.78,50035.28,2021
murtizapur,815.11444,5547.978652,476.0641737,4851.344478,3969.800598,3195.747778,safe,4339.76,71050.27,76798.03,2021
wada,2703.152604,2484.418972,22.35,2462.068972,367.5572937,363.0672937,safe,260,34359,34619,2021
yeola,572.2544905,12716.14335,3891.148324,8824.995027,9524.156327,7445.22118,semi_critical,14871,82115,96986,2021
mohadi,1376.360065,6109.594565,3601.498959,2508.095606,3278.789372,1541.213308,safe,25500,25994,51494,2021
arjuni moregaon,1539.237542,15104.55547,7299.074748,7805.480726,2393.752845,1096.988006,safe,22034.04,65442.98,87477.02,2021
vasai,2028.67,1839.036242,3332.395709,1839.036242,659.0819066,659.0819066,safe,0,32750,32750,2021
ulhasnagar,2455.2,87.27063841,3332.395709,87.27063841,35.0703082,35.0703082,safe,0,1300,1300,2021
kalwan,744.8774925,7968.34129,342.45,7625.89129,4820.343268,4724.663268,safe,2108,58956,61064,2021
pathardi,673.9791723,11237.09676,3760.859466,7476.237299,9098.365049,5888.701712,semi_critical,34970,75940,110910,2021
shegaon,725.6308382,4205.33781,133.9819014,3209.019882,2024.482843,1843.523925,safe,811,36666,50979,2021
partur,720,11485.17715,1931.065176,9554.111973,4819.801057,4585.088116,safe,4833,92731,97564,2021
daryapur,663.174452,4956.676244,3332.395709,3653.02512,1676.804834,2162.323751,salinity,0,0,77689,2021
phaltan,473,16727.91867,9361.632008,7366.286664,10983.00274,5916.965014,semi_critical,20604,89741,110345,2021
vikramgad,3426.218211,2737.782878,223.888607,2513.894271,397.2781396,297.9868845,safe,835,28005,28840,2021
shirur,493.7818466,15685.86261,7570.222552,8115.64006,14141.29532,7698.125286,critical,70492.79,78197.91,148690.7,2021
malshiras,619.4875779,20575.0959,12498.95082,8076.145086,19797.56552,8420.008131,over_exploited,55646,93653,149299,2021
radhanagari,2452.859471,17274.13741,3330.56378,13943.57363,4854.767287,4122.071488,safe,4312.31,42849.53,47161.84,2021
bhivandi,2544.732512,2957.963163,135.3900939,2822.573069,1134.2373,1126.222773,safe,579,40055,40634,2021
kankavali,3630.303814,4171.676327,71.27,4100.406327,1391.624358,1351.114358,safe,284,46656.58,46940.58,2021
mhasala,2956.16089,1342.016045,136.9395107,1205.076534,531.6473844,511.0515466,safe,275,14555,14830,2021
tala,3081.393337,713.2113354,76.9027002,636.3086352,254.598263,234.1004617,safe,646,7548,8194,2021
sakri,541.1371887,21073.25281,6743.018058,14330.23475,9573.72111,6674.919092,safe,17965,178802,196767,2021
ajara,1671.013935,8286.951091,3332.395709,8286.951091,3581.333015,3581.333015,safe,0,40265.21,40265.21,2021
khuldabad,800.9889306,5701.893801,1260.893759,4441.000042,4019.69078,3034.105874,semi_critical,3180,40544,43724,2021
warud,901.477806,11535.72474,1478.5,10057.22474,16077.0539,13108.4639,over_exploited,3219,65313,68532,2021
nagar,616.6520157,13083.57388,3332.395709,12641.21388,8005.092106,8005.092106,safe,0,126063.49,131868,2021
jalna,643.3243083,11980.60592,631.26,11349.34592,6869.97721,6550.49721,safe,2789,121103.18,123892.18,2021
nandgaon,573.9759598,10336.48935,292.69,10043.79935,5792.790217,5680.830217,safe,2012,106444,108456,2021
armori,1445.364048,9153.939961,1087.598821,8066.341139,2639.379284,2473.557244,safe,3295,60198.87,63493.87,2021
deulgaon raja,782.0573485,5819.027013,551.1031779,5267.923835,4354.555428,4019.74329,semi_critical,2389,42477,44866,2021
ambejogai,741.4233875,10563.10791,928.4597205,9634.648189,5385.325699,5152.25876,safe,2207,87653,89860,2021
namchi,2582.2,3903.46,0,3903.46,343.42,343.42,safe,0,28000,73130,2021
mangan,3094.5,4373.26,0,4373.26,101.6,101.6,safe,0,20000,423642,2021
gangtok,2582.2,6553.61,0,6553.61,547.93,547.93,safe,0,35500,67197,2021
pakyong,2582.2,4775.55,0,4775.55,154.71,154.71,safe,0,26100,28456,2021
gyalshing,3094.5,5673.19,0,5673.19,236.16,236.16,safe,0,30200,89195,2021
soreng,3094.5,1838.52,0,1838.52,89.47,89.47,safe,0,9800,28988,2021
gopalpeta,622.1130331,4127.15021,3332.395709,4127.15021,2327.74,2327.74,safe,0,14461,14461,2021
kosgi,638.6272928,1691.40732,3332.395709,1691.40732,1273.13,1273.13,semi_critical,0,19290.68717,19290.68717,2021
bijinapalle,625.2705862,4676.512124,3821.53997,854.9721542,2381.24,609.22,safe,19011,6800,25811,2021
mendora,1016.745724,2135.055503,2135.055503,3653.02512,338.89,2162.323751,safe,6557,0,6557,2021
regonda,916.151828,4326.444062,4326.444062,0,1390.67,0,safe,16003.48839,1469.291987,17472.78037,2021
wyra,1045.096506,4927.396835,4927.396835,3653.02512,658.94,2162.323751,safe,13354.7648,0,13354.7648,2021
tandur,838.5203726,2164.471142,3332.395709,2164.471142,883.41,883.41,safe,0,23370.3,23370.3,2021
palmela,1252.267944,2166.401233,3332.395709,2166.401233,544.52,544.52,safe,0,26731.21225,26731.21225,2021
dubbak,791.6948662,3992.497926,3332.395709,3992.497926,3399.82,3399.82,critical,0,20130.81,20130.81,2021
naga_reddipet,1150.257014,2704.107554,3332.395709,2704.107554,1370.59,1370.59,safe,0,12877.39705,12877.39705,2021
tadwai,1008.013346,2711.073986,3332.395709,2711.073986,1410.28,1410.28,safe,0,16628.71089,16628.71089,2021
chowdergudem,651.5356621,1338.279773,3332.395709,1338.279773,879,879,semi_critical,0,10686.4837,10686.4837,2021
rudrur,1082.49869,1392.253037,1392.253037,3653.02512,1226.17,2162.323751,critical,4680.96,0,4680.96,2021
abdullapurmet,714.9608474,2973.968642,3332.395709,2973.968642,999.69,999.69,safe,0,22876.09021,22876.09021,2021
karimnagar_rural,938.2728539,4762.482009,4762.482009,3653.02512,1094.73,2162.323751,safe,11066.7,0,11066.7,2021
jainad,1183.753687,20472.76319,15730.88861,4741.874576,1881.82,993.47,safe,13881.4,15881.5,29762.9,2021
mosra,1081.37131,1578.727569,1364.832913,213.8946564,789.58,19.62,safe,4384,1236,5620,2021
mulakalapalle,1188.426518,10902.15723,3332.395709,10902.15723,1741.1,1741.1,safe,0,52440.31888,52440.31888,2021
garla,1012.045444,2185.434362,3332.395709,2185.434362,1084.6,1084.6,safe,0,12647.36518,12647.36518,2021
thipparthi,754.1494651,3145.198002,3145.198002,3653.02512,1714.41,2162.323751,safe,18488,0,18488,2021
ramagiri,1058.528673,4516.886087,3082.700333,1434.185754,917.16,298.65,safe,6708,7007.65,13715.65,2021
mogullapalle,965.4,3155.235148,3155.235148,3653.02512,1519.61,2162.323751,safe,11842.50138,0,11842.50138,2021
kangti,863.1826484,2051.016371,3332.395709,2051.016371,211.26,211.26,safe,0,19407.26473,19407.26473,2021
gundlapalle,712.6824761,4141.344383,3662.051547,479.2928358,1564.03,334.13,safe,19998,5677,25675,2021
lingal,640.1524409,2466.571195,820.7609227,1645.810272,1122.53,1021.67,safe,3232.369,14848.241,18080.61,2021
nennal,1051.994342,6151.336649,3332.395709,6151.336649,1047.84,1047.84,safe,0,33495,33495,2021
kodad,683.1494749,14953.54535,14953.54535,3653.02512,1510.67,2162.323751,safe,16650,0,16650,2021
thoguta,778.2583172,2988.477792,3332.395709,2988.477792,1291.08,1291.08,safe,0,15081.24115,15081.24115,2021
kangal,717.992577,4754.421855,4351.168038,403.253817,2441.3,389.69,safe,17833,3371,21204,2021
kalher,902.2896665,2435.692496,819.3820675,1616.310428,832.51,713.35,safe,3115,11831.213,14946.213,2021
elkathurthi,814.1880669,4079.181153,3231.219271,847.9618817,2148.65,856.03,safe,6716,5292.68,12008.68,2021
vailpur,998.5643582,3884.322931,2690.560005,1193.762926,2334.6,1160.66,safe,7800,7314,15114,2021
narmetta,905.7015931,2191.130309,3332.395709,2191.130309,1108.84,1108.84,safe,0,12236,12236,2021
narsampet,1100.193125,4646.947221,4646.947221,3653.02512,2310.04,2162.323751,safe,13018.30301,0,13018.30301,2021
veepangandla,569.9124383,3138.768035,2074.581734,1064.186301,1932.21,409.45,safe,11023.6,2965,13988.6,2021
srirampur,982.8029594,3676.602597,3332.395709,3676.602597,1398.02,1398.02,safe,0,17402,17402,2021
yacharam,691.9336678,3918.59525,3332.395709,3918.59525,2050.39,2050.39,safe,0,30406.4873,30406.4873,2021
undavelli,553.1853933,2931.181468,2931.181468,3653.02512,590.14,2162.323751,safe,17088,0,17088,2021
neredugommu,584.5926835,1230.969918,3332.395709,1230.969918,620.11,620.11,safe,0,16563,16563,2021
tharigoppula,841.7821365,1545.692683,3332.395709,1545.692683,833.15,833.15,safe,0,8761,8761,2021
kondamallapally,621.1150253,1333.853074,384.233097,949.6199771,745.48,576.27,safe,2030,10362,12392,2021
neredcherla,639.470185,8524.652781,8455.728356,68.92442532,458.27,54.65,safe,12317,678,12995,2021
madgul,595.828196,3155.56305,3332.395709,3155.56305,1932.49,1932.49,safe,0,27407.76404,27407.76404,2021
thallada,1073.914139,8339.432929,8339.432929,3653.02512,1401.74,2162.323751,safe,20575.1742,0,20575.1742,2021
gandhari,1196.373875,5636.526076,3332.395709,5636.526076,2373.62,2373.62,safe,0,31017.84681,31017.84681,2021
mahabubnagar_urban,625.5,1128.151051,3332.395709,1128.151051,526.75,526.75,safe,0,10055.44314,10055.44314,2021
lingalaghanpur,803.0920218,3786.521033,2975.505291,811.0157416,1686.73,569.99,safe,12764,5515,18279,2021
jakranpalle,984.5098662,2814.973568,882.9805767,1931.992991,2065.26,1764.08,semi_critical,2724,11558,14282,2021
doulatabad,653.76,3713.680747,3332.395709,3713.680747,755.91,755.91,safe,0,20156,20156,2021
cheriyal,809.9044759,3336.346946,3332.395709,3336.346946,2005.43,2005.43,safe,0,19499.09182,19499.09182,2021
laxmanchanda,1082,2575.494695,2297.885377,277.6093184,1270.57,209.05,safe,7930.87,1992.87,9923.74,2021
hanwada,665.0718742,2086.614349,3332.395709,2086.614349,1574.83,1574.83,semi_critical,0,16120.07576,16120.07576,2021
kaddampeddur,1208.716096,6121.723051,2849.285492,3272.437558,1099.28,579.84,safe,11426.086,26973.742,38399.828,2021
pochampalle,762.9685397,9040.832516,6328.317321,2712.515195,2688.51,1292.93,safe,13931.22745,5438.14747,19369.37492,2021
huzurabad,874.8955754,8150.407263,7810.211633,340.1956296,1935.56,204.19,safe,11927.28,1181.7,13108.98,2021
gandipet,764.6709684,1573.692678,3332.395709,1573.692678,380.35,380.35,safe,0,12300.43097,12300.43097,2021
makloor,1045.598369,5279.674905,4992.670183,287.0047215,2023.11,50.04,safe,15868.65,2128,17996.65,2021
geesugonda,1010.325787,3440.95795,3440.95795,3653.02512,1635.42,2162.323751,safe,12889.08723,0,12889.08723,2021
naykal,892.102351,2114.421861,3332.395709,2114.421861,1125.32,1125.32,safe,0,20975.8031,20975.8031,2021
maheshwaram,723.8988334,3735.139808,3332.395709,3735.139808,2367.07,2367.07,semi_critical,0,25941.5958,25941.5958,2021
tekumatla,951.353012,2901.983894,2901.983894,3653.02512,1339.36,2162.323751,safe,11856.81742,0,11856.81742,2021
khairatabad,771.7805114,497.4463038,3332.395709,497.4463038,472.32,472.32,over_exploited,0,1477,1477,2021
narsapur_g,1160.65598,2173.746185,3332.395709,2173.746185,879.99,879.99,safe,0,12708.392,12708.392,2021
raiparthy,855.9593406,7243.026653,6048.952343,1194.07431,4489.83,1152.87,safe,16198.01849,4929.64204,21127.66053,2021
peddapalle,972.2495541,10326.57986,9649.022895,677.5569651,2701.44,427.72,safe,18626.2,3466,22092.2,2021
pentlavelli,644.7,1029.189275,3332.395709,1029.189275,297.21,297.21,safe,0,8995,8995,2021
raikal,1028.894812,4324.870013,4324.870013,3653.02512,1456.8,2162.323751,safe,25666,0,25666,2021
makthal,535.7934384,5718.484784,5029.570153,688.9146312,1608.23,392.12,safe,25879.09308,9626.364225,35505.4573,2021
nalgonda,751.9485588,5601.45902,2522.289119,3079.169901,3751.37,2063.47,semi_critical,14476,23634,38110,2021
amberpet,771.7805114,393.7134253,3332.395709,393.7134253,206.5,206.5,safe,0,1169,1169,2021
ramagundam,1169.2,1745.268408,3332.395709,1745.268408,57.6,57.6,safe,0,11321,11321,2021
ghattu,504.5764342,5197.728143,4308.384155,889.3439879,1646.03,560.81,safe,15015.64,11744.31,26759.95,2021
tekulapalle,1002.572806,2320.798182,3332.395709,2320.798182,1160.89,1160.89,safe,0,38509.33939,38509.33939,2021
kasipet,933.7644619,5659.993032,3332.395709,5659.993032,626.83,626.83,safe,0,34417,34417,2021
mutharam_manthani,1068.9,3128.705072,1307.81,1820.895072,1179.3,667.68,safe,3404,9185,12589,2021
jukkal,917.0758902,2131.816809,3332.395709,2131.816809,1049.79,1049.79,safe,0,20405.91947,20405.91947,2021
wanaparthy,601.1964122,6024.500617,3332.395709,6024.500617,2084.59,2084.59,safe,0,18015,18015,2021
keshampeta,631.7,3096.14738,3332.395709,3096.14738,1402.21,1402.21,safe,0,21519.98742,21519.98742,2021
hajipur,950.0600786,5986.035865,3307.023168,2679.012697,892.44,282.48,safe,8974,15859,24833,2021
krishna,534.6265426,5764.077091,5697.615528,66.46156215,596.45,24.69,safe,16233.5087,1195.062728,17428.57143,2021
marpalle,867.6201674,7482.254243,3332.395709,7482.254243,897.88,897.88,safe,0,22635,22635,2021
pulkal,874.769705,1286.103055,3332.395709,1286.103055,724.84,724.84,safe,0,13481.68,13481.68,2021
tupran,804.5192679,1913.142689,3332.395709,1913.142689,1304.43,1304.43,semi_critical,0,11021.0449,11021.0449,2021
kalwakurthy,590.6339916,4605.092789,4284.463058,320.629731,2662.57,243.55,safe,25068.02272,2648,27716.02272,2021
kothagudem,1013.2,191.1681695,3332.395709,191.1681695,90.43,90.43,safe,0,1563.563682,1563.563682,2021
shankarapatnam,869.0622819,9667.235175,9667.235175,3653.02512,1815.98,2162.323751,safe,14365,0,14365,2021
andhole,937.7,2177.84716,3332.395709,2177.84716,869.08,869.08,safe,0,17096.745,17096.745,2021
madhira,982.2305038,6934.019944,6880.909944,53.11,1454.39,39.58,safe,20104.1052,299.9054,20404.0106,2021
dharmapuri,1042.837594,3837.809204,3837.809204,3653.02512,615.95,2162.323751,safe,15087,0,15087,2021
jadcherla,622.9458224,3085.059295,3332.395709,3085.059295,1680.95,1680.95,safe,0,27156.19915,27156.19915,2021
